city,date,aqi,co,o3
Chandigarh,06-10-2021,5,934.6,24.68
Chandigarh,07-10-2021,5,727.65,69.38
Chandigarh,08-10-2021,5,714.3,65.09
Chandigarh,09-10-2021,5,700.95,79.39
Chandigarh,10-10-2021,5,734.33,45.78
Chandigarh,11-10-2021,5,774.38,35.41
Chandigarh,12-10-2021,5,841.14,26.46
Chandigarh,13-10-2021,5,974.66,2.1
Chandigarh,14-10-2021,5,607.49,61.51
Chandigarh,15-10-2021,5,881.2,23.25
Chandigarh,16-10-2021,5,1201.63,3.4
Chandigarh,17-10-2021,5,881.2,15.2
Chandigarh,18-10-2021,2,647.54,0.35
Chandigarh,19-10-2021,4,1028.06,0.03
Chandigarh,20-10-2021,4,647.54,37.91
Chandigarh,21-10-2021,5,700.95,71.53
Chandigarh,22-10-2021,5,894.55,52.93
Chandigarh,23-10-2021,5,794.41,145.91
Chandigarh,24-10-2021,5,480.65,78.68
Chandigarh,25-10-2021,4,754.36,0.17
Chandigarh,26-10-2021,5,680.92,43.63
Chandigarh,27-10-2021,5,794.41,50.07
Chandigarh,28-10-2021,5,720.98,36.48
Chandigarh,29-10-2021,5,947.95,22.89
Chandigarh,30-10-2021,5,714.3,61.51
Chandigarh,31-10-2021,5,547.41,87.26
Chandigarh,01-11-2021,5,714.3,28.61
Chandigarh,02-11-2021,5,947.95,15.56
Chandigarh,03-11-2021,3,447.27,72.96
Chandigarh,04-11-2021,5,881.2,16.63
Chandigarh,05-11-2021,5,1014.71,1.21
Chandigarh,06-11-2021,5,634.19,69.38
Chandigarh,07-11-2021,5,607.49,83.68
Chandigarh,08-11-2021,5,700.95,81.54
Chandigarh,09-11-2021,5,747.68,43.27
Chandigarh,10-11-2021,5,867.84,36.84
Chandigarh,11-11-2021,5,667.57,69.38
Chandigarh,12-11-2021,5,821.11,41.84
Chandigarh,13-11-2021,5,867.84,47.92
Chandigarh,14-11-2021,5,720.98,67.95
Chandigarh,15-11-2021,5,767.71,43.63
Chandigarh,16-11-2021,5,707.63,67.23
Chandigarh,17-11-2021,5,1028.06,29.33
Chandigarh,18-11-2021,5,1214.98,4.83
Chandigarh,19-11-2021,5,1161.58,1.08
Chandigarh,20-11-2021,5,1295.09,0.37
Chandigarh,21-11-2021,5,801.09,32.19
Chandigarh,22-11-2021,5,587.46,66.52
Chandigarh,23-11-2021,5,867.84,103
Chandigarh,24-11-2021,5,1255.04,8.14
Chandigarh,25-11-2021,5,1054.76,48.64
Chandigarh,26-11-2021,5,827.79,75.1
Chandigarh,27-11-2021,5,1188.28,1.79
Chandigarh,28-11-2021,5,947.95,26.11
Chandigarh,29-11-2021,5,747.68,42.56
Chandigarh,30-11-2021,5,687.6,67.95
Chandigarh,01-12-2021,5,1068.12,5.59
Chandigarh,02-12-2021,5,1174.93,17.52
Chandigarh,03-12-2021,5,1348.5,0.12
Chandigarh,04-12-2021,4,1108.17,0.02
Chandigarh,05-12-2021,5,947.95,0.22
Chandigarh,06-12-2021,5,727.65,8.85
Chandigarh,07-12-2021,4,680.92,28.61
Chandigarh,08-12-2021,4,834.47,17.88
Chandigarh,09-12-2021,5,1188.28,0.17
Chandigarh,10-12-2021,5,934.6,10.73
Chandigarh,11-12-2021,5,774.38,69.38
Chandigarh,12-12-2021,5,947.95,1.5
Chandigarh,13-12-2021,5,1028.06,5.41
Chandigarh,14-12-2021,5,1268.39,9.75
Chandigarh,15-12-2021,5,1214.98,1.45
Chandigarh,16-12-2021,5,1255.04,0.32
Chandigarh,17-12-2021,5,947.95,16.99
Chandigarh,18-12-2021,5,667.57,55.07
Chandigarh,19-12-2021,5,841.14,65.8
Chandigarh,20-12-2021,5,1068.12,67.23
Chandigarh,21-12-2021,5,1361.85,0.35
Chandigarh,22-12-2021,5,1094.82,1.5
Chandigarh,23-12-2021,5,1148.22,0.41
Chandigarh,24-12-2021,5,1054.76,3.67
Chandigarh,25-12-2021,5,1001.36,6.44
Chandigarh,26-12-2021,5,781.06,1.61
Chandigarh,27-12-2021,5,867.84,14.31
Chandigarh,28-12-2021,5,961.3,0.42
Chandigarh,29-12-2021,5,1535.42,0.18
Chandigarh,30-12-2021,5,1214.98,14.31
Chandigarh,31-12-2021,5,867.84,33.97
Chandigarh,01-01-2022,5,1295.09,0.11
Chandigarh,02-01-2022,5,1148.22,0.61
Chandigarh,03-01-2022,5,907.9,23.6
Chandigarh,04-01-2022,5,1548.77,0.03
Chandigarh,05-01-2022,4,1001.36,0.13
Chandigarh,06-01-2022,2,480.65,40.77
Chandigarh,07-01-2022,4,947.95,0.07
Chandigarh,08-01-2022,2,377.18,79.39
Chandigarh,09-01-2022,1,410.56,50.78
Chandigarh,10-01-2022,2,514.03,51.5
Chandigarh,11-01-2022,5,1054.76,1.36
Chandigarh,12-01-2022,4,767.71,44.7
Chandigarh,13-01-2022,5,988.01,3.76
Chandigarh,14-01-2022,5,1054.76,20.38
Chandigarh,15-01-2022,5,1174.93,33.62
Chandigarh,16-01-2022,5,1001.36,26.46
Chandigarh,17-01-2022,5,1308.44,7.78
Chandigarh,18-01-2022,5,1348.5,0.32
Chandigarh,19-01-2022,5,1441.96,18.42
Chandigarh,20-01-2022,5,1602.17,0.01
Chandigarh,21-01-2022,5,1401.9,0.18
Chandigarh,22-01-2022,4,527.38,67.23
Chandigarh,23-01-2022,2,340.46,80.11
Chandigarh,24-01-2022,4,854.49,2.28
Chandigarh,25-01-2022,5,1241.68,0.05
Chandigarh,26-01-2022,5,907.9,21.64
Chandigarh,27-01-2022,5,894.55,64.37
Chandigarh,28-01-2022,5,1028.06,92.98
Chandigarh,29-01-2022,5,988.01,72.24
Chandigarh,30-01-2022,5,894.55,84.4
Chandigarh,31-01-2022,5,1108.17,62.94
Chandigarh,01-02-2022,5,1295.09,29.33
Chandigarh,02-02-2022,5,894.55,67.95
Chandigarh,03-02-2022,5,747.68,131.61
Chandigarh,04-02-2022,4,988.01,2.82
Chandigarh,05-02-2022,4,1094.82,0.37
Chandigarh,06-02-2022,5,1134.87,1.05
Chandigarh,07-02-2022,5,1014.71,3.76
Chandigarh,08-02-2022,5,1081.47,1.61
Chandigarh,09-02-2022,5,1268.39,0.1
Chandigarh,10-02-2022,5,1134.87,1.12
Chandigarh,11-02-2022,5,741,92.98
Chandigarh,12-02-2022,5,947.95,95.84
Chandigarh,13-02-2022,5,801.09,69.38
Chandigarh,14-02-2022,5,907.9,11.09
Chandigarh,15-02-2022,5,727.65,62.94
Chandigarh,16-02-2022,5,961.3,50.07
Chandigarh,17-02-2022,5,794.41,53.64
Chandigarh,18-02-2022,5,934.6,45.06
Chandigarh,19-02-2022,5,1094.82,18.95
Chandigarh,20-02-2022,5,894.55,85.12
Chandigarh,21-02-2022,5,1014.71,25.03
Chandigarh,22-02-2022,5,1508.71,103
Chandigarh,23-02-2022,3,400.54,134.47
Chandigarh,24-02-2022,4,687.6,31.47
Chandigarh,25-02-2022,4,1161.58,0.48
Chandigarh,26-02-2022,2,357.15,105.86
Chandigarh,27-02-2022,4,1028.06,0.27
Chandigarh,28-02-2022,4,580.79,58.65
Chandigarh,01-03-2022,5,947.95,69.38
Chandigarh,02-03-2022,5,907.9,35.41
Chandigarh,03-03-2022,5,821.11,20.03
Chandigarh,04-03-2022,3,734.33,17.34
Chandigarh,05-03-2022,4,660.9,62.94
Chandigarh,06-03-2022,5,680.92,80.11
Chandigarh,07-03-2022,5,894.55,86.55
Chandigarh,08-03-2022,5,934.6,38.62
Chandigarh,09-03-2022,5,774.38,54.36
Chandigarh,10-03-2022,4,567.44,67.23
Chandigarh,11-03-2022,5,774.38,75.82
Chandigarh,12-03-2022,5,687.6,65.8
Chandigarh,13-03-2022,5,707.63,95.84
Chandigarh,14-03-2022,5,781.06,83.68
Chandigarh,15-03-2022,5,801.09,55.79
Chandigarh,16-03-2022,5,747.68,90.12
Chandigarh,17-03-2022,5,734.33,57.94
Chandigarh,18-03-2022,5,694.27,127.32
Chandigarh,19-03-2022,5,881.2,60.08
Chandigarh,20-03-2022,5,867.84,24.32
Chandigarh,21-03-2022,5,667.57,67.95
Chandigarh,22-03-2022,5,547.41,89.41
Chandigarh,23-03-2022,5,614.17,114.44
Chandigarh,24-03-2022,5,821.11,35.41
Chandigarh,25-03-2022,5,660.9,78.68
Chandigarh,26-03-2022,5,640.87,100.14
Chandigarh,27-03-2022,5,480.65,111.58
Chandigarh,28-03-2022,5,614.17,74.39
Chandigarh,29-03-2022,5,514.03,73.67
Chandigarh,30-03-2022,5,640.87,38.62
Chandigarh,31-03-2022,5,801.09,40.05
Chandigarh,01-04-2022,5,480.65,91.55
Chandigarh,02-04-2022,5,934.6,85.83
Chandigarh,03-04-2022,4,427.25,135.9
Chandigarh,04-04-2022,5,707.63,87.98
Chandigarh,05-04-2022,5,594.14,88.69
Chandigarh,06-04-2022,4,554.08,95.84
Chandigarh,07-04-2022,5,600.81,92.98
Chandigarh,08-04-2022,5,727.65,77.25
Chandigarh,09-04-2022,5,587.46,118.73
Chandigarh,10-04-2022,4,447.27,82.97
Chandigarh,11-04-2022,4,403.88,108.72
Chandigarh,12-04-2022,5,580.79,110.15
Chandigarh,13-04-2022,5,1602.17,14.13
Chandigarh,14-04-2022,5,640.87,79.39
Chandigarh,15-04-2022,4,527.38,82.25
Chandigarh,16-04-2022,4,787.73,26.46
Chandigarh,17-04-2022,4,774.38,24.68
Chandigarh,18-04-2022,4,654.22,30.04
Chandigarh,19-04-2022,4,473.98,83.68
Chandigarh,20-04-2022,4,620.84,43.99
Chandigarh,21-04-2022,4,363.83,88.69
Chandigarh,22-04-2022,5,647.54,40.05
Chandigarh,23-04-2022,4,453.95,90.84
Chandigarh,24-04-2022,3,400.54,111.58
Chandigarh,25-04-2022,4,383.85,138.76
Chandigarh,26-04-2022,4,554.08,42.2
Chandigarh,27-04-2022,4,567.44,80.11
Chandigarh,28-04-2022,4,507.35,124.45
Chandigarh,29-04-2022,4,500.68,114.44
Chandigarh,30-04-2022,4,567.44,90.84
Chandigarh,01-05-2022,4,654.22,65.09
Chandigarh,02-05-2022,4,534.06,92.98
Chandigarh,03-05-2022,5,714.3,82.25
Chandigarh,04-05-2022,5,821.11,55.79
Chandigarh,05-05-2022,5,1014.71,4.78
Chandigarh,06-05-2022,5,594.14,90.12
Chandigarh,07-05-2022,4,700.95,42.92
Chandigarh,08-05-2022,4,774.38,20.03
Chandigarh,09-05-2022,5,821.11,65.09
Chandigarh,10-05-2022,5,814.44,120.16
Chandigarh,11-05-2022,5,1121.52,77.96
Chandigarh,12-05-2022,5,1335.14,20.38
Chandigarh,13-05-2022,5,640.87,157.36
Chandigarh,14-05-2022,5,627.52,80.11
Chandigarh,15-05-2022,5,774.38,55.07
Chandigarh,16-05-2022,5,794.41,85.83
Chandigarh,17-05-2022,5,787.73,50.78
Chandigarh,18-05-2022,5,1121.52,23.6
Chandigarh,19-05-2022,5,974.66,26.11
Chandigarh,20-05-2022,5,587.46,98.71
Chandigarh,21-05-2022,4,323.77,137.33
Chandigarh,22-05-2022,5,694.27,30.76
Chandigarh,23-05-2022,5,500.68,98.71
Chandigarh,24-05-2022,3,387.19,120.16
Chandigarh,25-05-2022,4,761.03,20.74
Chandigarh,26-05-2022,5,1001.36,13.05
Chandigarh,27-05-2022,5,867.84,32.9
Chandigarh,28-05-2022,5,834.47,78.68
Chandigarh,29-05-2022,5,687.6,89.41
Chandigarh,30-05-2022,5,667.57,60.8
Chandigarh,31-05-2022,5,847.82,27.89
Chandigarh,01-06-2022,5,827.79,32.9
Chandigarh,02-06-2022,5,567.44,85.12
Chandigarh,03-06-2022,5,634.19,58.65
Chandigarh,04-06-2022,4,774.38,35.05
Chandigarh,05-06-2022,5,574.11,72.24
Chandigarh,06-06-2022,5,667.57,50.78
Chandigarh,07-06-2022,5,714.3,38.62
Chandigarh,08-06-2022,5,827.79,59.37
Chandigarh,09-06-2022,5,1108.17,15.38
Chandigarh,10-06-2022,5,1014.71,27.54
Chandigarh,11-06-2022,5,680.92,20.21
Chandigarh,12-06-2022,5,427.25,79.39
Chandigarh,13-06-2022,5,567.44,53.64
Chandigarh,14-06-2022,5,654.22,72.96
Chandigarh,15-06-2022,5,774.38,51.5
Chandigarh,16-06-2022,5,907.9,14.31
Chandigarh,17-06-2022,4,727.65,47.21
Chandigarh,18-06-2022,4,694.27,52.93
Chandigarh,19-06-2022,5,607.49,47.21
Chandigarh,20-06-2022,5,814.44,12.16
Chandigarh,21-06-2022,5,1308.44,3.22
Chandigarh,22-06-2022,2,423.91,54.36
Chandigarh,23-06-2022,5,660.9,78.68
Chandigarh,24-06-2022,4,634.19,78.68
Chandigarh,25-06-2022,5,1041.41,7.51
Chandigarh,26-06-2022,5,894.55,41.13
Chandigarh,27-06-2022,4,787.73,110.15
Chandigarh,28-06-2022,5,1134.87,95.84
Chandigarh,29-06-2022,5,1081.47,35.41
Chandigarh,30-06-2022,3,634.19,72.96
Chandigarh,01-07-2022,2,647.54,38.98
Chandigarh,02-07-2022,4,1308.44,9.12
Chandigarh,03-07-2022,4,634.19,82.25
Chandigarh,04-07-2022,4,841.14,23.6
Chandigarh,05-07-2022,4,1134.87,42.92
Chandigarh,06-07-2022,4,747.68,77.96
Chandigarh,07-07-2022,1,607.49,71.53
Chandigarh,08-07-2022,3,841.14,44.35
Chandigarh,09-07-2022,5,847.82,57.94
Chandigarh,10-07-2022,2,560.76,39.34
Chandigarh,11-07-2022,5,1468.66,0.16
Chandigarh,12-07-2022,5,1842.5,0.64
Chandigarh,13-07-2022,5,720.98,135.9
Chandigarh,14-07-2022,2,694.27,25.03
Chandigarh,15-07-2022,4,1108.17,0.02
Chandigarh,16-07-2022,4,1335.14,6.17
Chandigarh,17-07-2022,4,640.87,52.93
Chandigarh,18-07-2022,5,1522.06,0.25
Chandigarh,19-07-2022,5,1081.47,0.55
Chandigarh,20-07-2022,5,1588.82,50.78
Chandigarh,22-07-2022,2,741,19.67
Chandigarh,23-07-2022,2,627.52,23.6
Chandigarh,24-07-2022,5,1201.63,0.18
Chandigarh,25-07-2022,1,433.92,38.98
Chandigarh,26-07-2022,2,467.3,56.51
Chandigarh,27-07-2022,2,460.62,42.2
Chandigarh,28-07-2022,3,634.19,48.64
Chandigarh,29-07-2022,5,841.14,41.48
Chandigarh,30-07-2022,4,881.2,23.96
Chandigarh,31-07-2022,2,587.46,33.26
Chandigarh,01-08-2022,4,540.73,17.88
Chandigarh,02-08-2022,5,1949.31,0
Chandigarh,03-08-2022,5,1295.09,0.11
Chandigarh,04-08-2022,5,761.03,77.25
Chandigarh,05-08-2022,3,947.95,0.79
Chandigarh,06-08-2022,5,1241.68,11.62
Chandigarh,07-08-2022,5,1068.12,94.41
Chandigarh,08-08-2022,3,1001.36,8.23
Chandigarh,09-08-2022,5,1869.2,10.19
Chandigarh,10-08-2022,5,1321.79,0.2
Chandigarh,11-08-2022,4,587.46,107.29
Chandigarh,12-08-2022,4,1134.87,0.01
Chandigarh,13-08-2022,5,1094.82,34.33
Chandigarh,14-08-2022,4,687.6,39.34
Chandigarh,15-08-2022,5,741,56.51
Chandigarh,16-08-2022,4,934.6,0.17
Chandigarh,17-08-2022,2,397.21,40.41
Chandigarh,18-08-2022,4,500.68,54.36
Chandigarh,19-08-2022,5,1081.47,22.17
Chandigarh,20-08-2022,5,680.92,40.77
Chandigarh,21-08-2022,5,907.9,2.08
Chandigarh,22-08-2022,3,580.79,22.17
Chandigarh,23-08-2022,5,1121.52,32.54
Chandigarh,24-08-2022,2,423.91,86.55
Chandigarh,25-08-2022,2,600.81,36.48
Chandigarh,26-08-2022,5,1495.36,1.16
Chandigarh,27-08-2022,5,720.98,52.93
Chandigarh,28-08-2022,4,674.25,50.78
Chandigarh,29-08-2022,5,1068.12,0.13
Chandigarh,30-08-2022,5,1869.2,14.48
Chandigarh,31-08-2022,5,841.14,24.32
Chandigarh,01-09-2022,4,741,40.77
Chandigarh,02-09-2022,5,1001.36,0.82
Chandigarh,03-09-2022,5,947.95,11.18
Chandigarh,04-09-2022,4,640.87,33.97
Chandigarh,05-09-2022,5,781.06,10.55
Chandigarh,06-09-2022,5,988.01,8.85
Chandigarh,07-09-2022,5,807.76,16.99
Chandigarh,08-09-2022,5,1054.76,0.08
Chandigarh,09-09-2022,5,961.3,89.41
Chandigarh,10-09-2022,5,934.6,90.84
Chandigarh,11-09-2022,5,867.84,100.14
Chandigarh,12-09-2022,4,734.33,69.38
Chandigarh,13-09-2022,5,1201.63,0.25
Chandigarh,14-09-2022,5,1041.41,65.8
Chandigarh,15-09-2022,4,627.52,47.21
Chandigarh,16-09-2022,5,767.71,40.41
Chandigarh,17-09-2022,5,1081.47,29.33
Chandigarh,18-09-2022,5,921.25,6.79
Chandigarh,19-09-2022,5,988.01,2.86
Chandigarh,20-09-2022,5,1001.36,57.22
Chandigarh,21-09-2022,5,1134.87,9.3
Chandigarh,22-09-2022,5,988.01,57.94
Chandigarh,23-09-2022,4,907.9,0.23
Chandigarh,24-09-2022,5,1668.93,0
Chandigarh,25-09-2022,4,627.52,14.31
Chandigarh,26-09-2022,4,1201.63,0.01
Chandigarh,27-09-2022,5,974.66,12.7
Chandigarh,28-09-2022,5,961.3,22.53
Chandigarh,29-09-2022,5,1121.52,10.37
Chandigarh,30-09-2022,5,1054.76,21.64
Chandigarh,01-10-2022,5,934.6,27.89
Chandigarh,02-10-2022,5,961.3,2.53
Chandigarh,03-10-2022,5,674.25,65.8
Chandigarh,04-10-2022,5,620.84,65.8
Chandigarh,05-10-2022,5,947.95,66.52
Chandigarh,06-10-2022,5,781.06,155.93
Chandigarh,07-10-2022,5,1001.36,68.66
Chandigarh,08-10-2022,4,881.2,12.7
Chandigarh,09-10-2022,5,1361.85,7.15
Chandigarh,10-10-2022,4,1014.71,2.7
Chandigarh,11-10-2022,5,741,57.94
Chandigarh,12-10-2022,5,1335.14,0.01
Chandigarh,13-10-2022,4,801.09,27.18
Chandigarh,14-10-2022,5,667.57,59.37
Chandigarh,15-10-2022,5,660.9,83.68
Chandigarh,16-10-2022,5,821.11,32.54
Chandigarh,17-10-2022,5,774.38,57.94
Chandigarh,18-10-2022,5,747.68,75.1
Chandigarh,19-10-2022,5,961.3,11.62
Chandigarh,20-10-2022,5,1014.71,12.34
Chandigarh,21-10-2022,4,834.47,7.78
Chandigarh,22-10-2022,5,934.6,11
Chandigarh,23-10-2022,5,674.25,41.48
Chandigarh,24-10-2022,5,821.11,4.07
Chandigarh,25-10-2022,4,614.17,58.65
Chandigarh,26-10-2022,5,627.52,80.82
Chandigarh,27-10-2022,5,781.06,27.89
Chandigarh,28-10-2022,5,727.65,48.64
Chandigarh,29-10-2022,5,734.33,88.69
Chandigarh,30-10-2022,5,867.84,20.38
Chandigarh,31-10-2022,5,714.3,39.34
Chandigarh,01-11-2022,5,1014.71,14.13
Chandigarh,02-11-2022,4,647.54,45.42
Chandigarh,03-11-2022,4,467.3,56.51
Chandigarh,04-11-2022,5,948,25.06
Chandigarh,05-11-2022,5,922,43.37
Chandigarh,06-11-2022,5,627.52,60.08
Chandigarh,07-11-2022,5,794.41,26.11
Chandigarh,08-11-2022,5,667.57,20.21
Chandigarh,09-11-2022,5,787.73,41.84
Chandigarh,10-11-2022,4,894.55,0.56
Chandigarh,11-11-2022,4,654.22,50.78
Chandigarh,12-11-2022,4,714.3,55.79
Chandigarh,13-11-2022,4,620.84,62.94
Chandigarh,14-11-2022,4,714.3,16.99
Chandigarh,15-11-2022,4,814.44,2.28
Chandigarh,16-11-2022,4,620.84,51.5
Chandigarh,17-11-2022,5,747.68,73.67
Chandigarh,18-11-2022,4,607.49,65.8
Chandigarh,19-11-2022,5,961.3,15.56
Chandigarh,20-11-2022,5,720.98,41.13
Chandigarh,21-11-2022,5,674.25,50.07
Chandigarh,22-11-2022,5,894.55,70.81
Chandigarh,23-11-2022,5,1001.36,62.23
Chandigarh,24-11-2022,5,1068.12,67.23
Chandigarh,25-11-2022,5,1134.87,3.4
Chandigarh,26-11-2022,5,734.33,83.68
Chandigarh,27-11-2022,5,734.33,68.66
Chandigarh,28-11-2022,5,841.14,37.91
Chandigarh,29-11-2022,5,934.6,18.42
Chandigarh,30-11-2022,5,1148.22,9.57
Chandigarh,01-12-2022,5,1148.22,38.62
Chandigarh,02-12-2022,5,1214.98,2.32
Chandigarh,03-12-2022,5,1255.04,4.74
Chandigarh,04-12-2022,5,894.55,47.21
Chandigarh,05-12-2022,5,1094.82,0.99
Chandigarh,06-12-2022,5,1068.12,52.93
Chandigarh,07-12-2022,5,767.71,79.39
Chandigarh,08-12-2022,5,774.38,77.96
Chandigarh,09-12-2022,5,894.55,23.6
Chandigarh,11-12-2022,4,423.91,49.35
Chandigarh,12-12-2022,4,560.76,38.27
Chandigarh,13-12-2022,5,687.6,40.77
Chandigarh,14-12-2022,4,567.44,61.51
Chandigarh,15-12-2022,5,921.25,77.25
Chandigarh,16-12-2022,5,974.66,80.82
Chandigarh,17-12-2022,5,1228.33,33.97
Chandigarh,18-12-2022,5,1121.52,2.77
Chandigarh,19-12-2022,5,907.9,8.85
Chandigarh,20-12-2022,5,1001.36,43.99
Chandigarh,21-12-2022,5,1228.33,30.4
Chandigarh,22-12-2022,5,1188.28,47.21
Chandigarh,23-12-2022,5,1482.01,0.08
Chandigarh,24-12-2022,5,1188.28,1.15
Chandigarh,25-12-2022,5,1228.33,31.83
Chandigarh,26-12-2022,5,947.95,5.23
Chandigarh,27-12-2022,5,1255.04,52.21
Chandigarh,28-12-2022,5,1348.5,62.23
Chandigarh,29-12-2022,5,1174.93,60.08
Chandigarh,30-12-2022,3,694.27,27.18
Chandigarh,31-12-2022,3,827.79,7.24
Chandigarh,01-01-2023,5,921.25,27.18
Chandigarh,02-01-2023,5,894.55,2.95
Chandigarh,03-01-2023,5,1241.68,0.08
Chandigarh,04-01-2023,5,1134.87,44.7
Chandigarh,05-01-2023,5,1482.01,15.91
Chandigarh,06-01-2023,5,1134.87,28.25
Chandigarh,07-01-2023,5,1161.58,0.01
Chandigarh,08-01-2023,5,1308.44,0.78
Chandigarh,09-01-2023,5,1068.12,1.16
Chandigarh,10-01-2023,5,1522.06,0
Chandigarh,11-01-2023,5,1295.09,16.09
Chandigarh,12-01-2023,3,714.3,40.41
Chandigarh,13-01-2023,2,554.08,35.76
Chandigarh,14-01-2023,3,554.08,47.21
Chandigarh,15-01-2023,4,814.44,38.62
Chandigarh,16-01-2023,5,1188.28,52.93
Chandigarh,17-01-2023,5,1014.71,56.51
Chandigarh,18-01-2023,5,1068.12,72.24
Chandigarh,19-01-2023,5,1361.85,50.78
Chandigarh,20-01-2023,5,2376.56,0.26
Chandigarh,21-01-2023,2,754.36,12.16
Chandigarh,22-01-2023,4,894.55,0.12
Chandigarh,23-01-2023,4,781.06,4.16
Chandigarh,24-01-2023,4,961.3,4.16
Chandigarh,25-01-2023,2,480.65,75.1
Chandigarh,26-01-2023,3,1068.12,1.63
Chandigarh,27-01-2023,4,854.49,38.27
Chandigarh,28-01-2023,5,1228.33,60.8
Chandigarh,29-01-2023,5,1028.06,3.44
Chandigarh,30-01-2023,2,640.87,59.37
Chandigarh,31-01-2023,3,1121.52,0.01
Chandigarh,01-02-2023,3,580.79,47.21
Chandigarh,02-02-2023,5,1054.76,64.37
Chandigarh,03-02-2023,5,1415.25,78.68
Chandigarh,04-02-2023,5,1401.9,82.25
Chandigarh,05-02-2023,5,1014.71,72.24
Chandigarh,06-02-2023,5,881.2,28.61
Chandigarh,07-02-2023,3,781.06,4.2
Chandigarh,08-02-2023,4,667.57,62.94
Chandigarh,09-02-2023,4,687.6,65.8
Chandigarh,10-02-2023,2,333.79,82.25
Chandigarh,11-02-2023,2,447.27,59.37
Chandigarh,12-02-2023,5,907.9,19.49
Chandigarh,13-02-2023,3,433.92,101.57
Chandigarh,14-02-2023,5,741,113.01
Chandigarh,15-02-2023,5,707.63,94.41
Chandigarh,16-02-2023,5,1308.44,5.9
Chandigarh,17-02-2023,5,1642.23,1.1
Chandigarh,18-02-2023,5,1121.52,85.12
Chandigarh,19-02-2023,5,1161.58,15.74
Chandigarh,20-02-2023,5,1081.47,70.1
Chandigarh,21-02-2023,4,440.6,101.57
Chandigarh,22-02-2023,4,1081.47,0.32
Chandigarh,23-02-2023,4,694.27,54.36
Chandigarh,25-02-2023,3,574.11,56.51
Chandigarh,26-02-2023,5,787.73,32.19
Chandigarh,27-02-2023,3,647.54,37.91
Chandigarh,28-02-2023,3,640.87,46.49
Chandigarh,01-03-2023,2,540.73,50.07
Chandigarh,02-03-2023,3,814.44,27.18
Chandigarh,03-03-2023,3,547.41,60.08
Chandigarh,04-03-2023,3,620.84,56.51
Chandigarh,05-03-2023,2,460.62,44.7
Chandigarh,06-03-2023,3,687.6,45.42
Chandigarh,07-03-2023,3,741,35.76
Chandigarh,08-03-2023,4,894.55,16.99
Chandigarh,09-03-2023,4,961.3,5.81
Chandigarh,10-03-2023,5,907.9,8.49
Chandigarh,11-03-2023,5,1001.36,29.33
Chandigarh,12-03-2023,5,600.81,98.71
Chandigarh,13-03-2023,4,881.2,15.56
Chandigarh,14-03-2023,4,787.73,32.19
Chandigarh,15-03-2023,4,1068.12,7.51
Chandigarh,16-03-2023,3,934.6,11.62
Chandigarh,17-03-2023,3,934.6,18.06
Chandigarh,18-03-2023,3,1041.41,0.98
Chandigarh,19-03-2023,2,774.38,18.78
Chandigarh,20-03-2023,3,1188.28,0.48
Chandigarh,21-03-2023,3,1201.63,5.63
Chandigarh,22-03-2023,3,961.3,2.55
Chandigarh,23-03-2023,2,814.44,33.97
Chandigarh,24-03-2023,3,1068.12,0.5
Chandigarh,25-03-2023,3,754.36,82.97
Chandigarh,26-03-2023,2,527.38,41.13
Chandigarh,27-03-2023,3,620.84,35.05
Chandigarh,28-03-2023,3,687.6,38.27
Chandigarh,29-03-2023,4,881.2,4.83
Chandigarh,30-03-2023,5,974.66,25.75
Chandigarh,31-03-2023,3,761.03,49.35
Chandigarh,01-04-2023,2,594.14,44.7
Chandigarh,02-04-2023,3,1081.47,0.35
Chandigarh,03-04-2023,4,707.63,55.79
Chandigarh,04-04-2023,2,554.08,48.64
Chandigarh,05-04-2023,2,487.33,55.07
Chandigarh,06-04-2023,3,640.87,42.56
Chandigarh,07-04-2023,2,494,68.66
Chandigarh,08-04-2023,3,540.73,79.39
Chandigarh,09-04-2023,4,694.27,51.5
Chandigarh,10-04-2023,3,634.19,36.12
Chandigarh,11-04-2023,3,554.08,73.67
Chandigarh,12-04-2023,3,527.38,110.15
Chandigarh,13-04-2023,4,841.14,10.73
Chandigarh,14-04-2023,3,627.52,58.65
Chandigarh,15-04-2023,3,741,31.47
Chandigarh,16-04-2023,3,514.03,80.82
Chandigarh,17-04-2023,3,634.19,30.04
Chandigarh,18-04-2023,4,680.92,34.69
Chandigarh,19-04-2023,3,473.98,65.8
Chandigarh,20-04-2023,1,350.48,57.22
Chandigarh,21-04-2023,1,360.49,45.42
Chandigarh,22-04-2023,3,881.2,2.7
Chandigarh,23-04-2023,2,620.84,24.32
Chandigarh,24-04-2023,3,841.14,9.57
Chandigarh,25-04-2023,3,500.68,108.72
Chandigarh,26-04-2023,4,827.79,55.07
Chandigarh,27-04-2023,3,1001.36,6.53
Chandigarh,28-04-2023,3,947.95,28.97
Chandigarh,29-04-2023,4,1014.71,12.7
Chandigarh,30-04-2023,2,607.49,69.38
Chandigarh,01-05-2023,2,560.76,75.1
Chandigarh,02-05-2023,3,847.82,21.46
Chandigarh,03-05-2023,3,1174.93,0.52
Chandigarh,04-05-2023,3,1028.06,0.64
Chandigarh,05-05-2023,4,814.44,53.64
Chandigarh,06-05-2023,2,600.81,60.08
Chandigarh,07-05-2023,3,827.79,21.99
Chandigarh,08-05-2023,2,594.14,60.8
